sample.id,media,strain,time.pt,replicate,ACE2,ACT1,ADR1,AGA2,AMN1,ASG7,ASH1,BAR1,BCY1,BEM3,BMH1,CAF40,CAT8,CCR4,CDC24,CDC25,CDC26,CDC28,CDC36,CDC39,CDC42,CLB2,CLB3,CLB6,CLN1,CLN2,CLN3,CTS1,CYR1,DCP1,DHH1,DIG1,DIG2,DIT1,DIT2,DMC1,DOM34,DSE2,EDC3,FBP1,FIT3,FKH1,FKH2,FLO10,FLO8,FUS1,FUS3,GAL83,GAP1,GCN1,GCN20,GCN4,GDH3,GIS1,GLN3,GPA1,GPA2,GPB1,GPB2,GPR1,HOG1,HOP1,HOT1,HSP150,HXK2,IME1,IME2,IME4,INO1,INO2,IPP1,IRA1,IRA2,ISC10,KAR5,KEM1,KGD2,KSS1,MATALPHA1,MATALPHA2,MCK1,MEI4,MEP2,MEP3,MET3,MF(ALPHA)1,MGA1,MIG1,MKS1,MOT2,MSB2,MSI1,MSN1,MSN2,MSN4,MUC1,NDT80,NPR1,NRG1,OSW1,PAT1,PBS2,PDA1,PDE1,PDE2,PGU1,PHD1,PIR3,PKH2,POP2,PRM1,PRM2,PRR1,PTP2,PTP3,RAS1,RAS2,RGA1,RGT1,RGT2,RIM101,RIM11,RIM13,RIM15,RIM21,RIM4,RIM8,RIM9,RME1,RPB4,RPB7,RTG1,RTG3,SCH9,SFL1,SFP1,SGA1,SHO1,SIP4,SIT4,SKO1,SMP1,SNF1,SNF3,SNF4,SOK2,SPO16,SPO19,SPS1,SPS100,SPS2,SPT3,SSK1,SSK2,SSP2,SST2,SSY5,STE11,STE12,STE18,STE2,STE20,STE3,STE4,STE5,STE50,STE7,STP1,STP2,SUM1,SWI4,SWI5,SWI6,TAP42,TEC1,TEP1,TIR1,TOR1,TOR2,TPK1,TPK2,TPK3,TUB4,UME6,URE2,WHI3,XBP1,YAK1,YPD1,YSW1,ZIP1
cmtc 55,YEPLD,497,72.0,d,115.4166,65083.5,2899.916,29.25,284.5833,22.83333,1281.666,8.083333,5566.666,197.75,8791.0,511.1666,519.1666,320.25,488.1666,382.8333,236.5833,247.9166,866.75,1041.333,2035.333,538.9166,296.1666,95.25,590.25,208.0833,1166.75,11593.0,958.25,402.9166,1132.916,225.0,118.0833,82.66666,20.75,30.66666,368.8333,1533.25,764.0,7460.416,10458.33,255.8333,154.0833,265.0833,191.5833,27.58333,37.41666,529.5833,279.5833,453.6666,482.0833,16673.16,3916.25,1718.0,128.6666,59.25,985.25,177.25,796.8333,395.0,1011.916,26.66666,121.5833,27340.41,3238.083,125.6666,101.6666,215.1666,604.8333,218.0833,6793.666,782.6666,1634.0,253.6666,54.16666,810.25,6211.583,187.75,13.08333,460.4166,1081.166,5.0,212.0833,721.3333,131.3333,14.08333,70.83333,150.25,179.3333,233.25,2185.75,162.0833,184.75,308.8333,550.6666,4927.0,18.5,619.75,349.9166,19.58333,468.0833,241.3333,9396.916,388.25,684.1666,91.0,105.1666,7806.333,332.3333,441.6666,11.25,15.5,250.75,259.8333,293.5833,336.1666,574.5,97.58333,913.0833,156.9166,742.1666,887.4166,140.0,304.3333,501.8333,43.33333,244.25,108.9166,137.5,1370.666,838.5,343.8333,220.25,358.0,445.1666,420.8333,200.0,274.6666,1859.083,704.5,289.0,56.25,361.75,651.25,638.5,300.0,89.16666,33.0,45.75,21303.91,9.583333,222.75,340.1666,227.5,17.16666,165.0,159.25,271.25,202.5833,34.83333,78.66666,432.25,324.3333,24.66666,66.83333,142.5833,134.6666,564.8333,231.1666,313.0,171.75,146.8333,205.25,174.5,262.5,62.33333,182.0,189.0,195.1666,408.0,930.5,144.5,267.5833,168.1666,374.0,821.0,2425.5,1216.083,413.1666,74.66666,50.33333
cmtc 71,YEPLD,497,96.0,d,103.5,48501.33,3221.583,41.41666,325.25,23.41666,1267.5,15.83333,5021.75,169.5833,5836.916,530.6666,412.25,211.5,464.9166,338.0,201.8333,203.3333,628.4166,877.6666,2106.083,456.1666,249.0833,92.66666,576.0,239.25,1596.416,17063.33,677.9166,285.6666,1019.0,191.5,96.25,85.91666,14.08333,51.08333,277.6666,2321.166,807.0,6767.0,12508.66,208.25,160.5,257.6666,171.1666,25.91666,43.83333,398.25,231.0833,446.9166,427.0,8450.0,3860.083,1435.083,134.9166,58.0,786.25,163.5833,554.3333,345.0,706.8333,18.08333,88.0,22219.75,1707.416,127.4166,94.33333,183.0833,568.5833,247.0833,5398.0,617.0833,1890.833,196.6666,53.08333,774.0833,4598.583,158.0833,20.66666,341.1666,1113.333,5.666666,187.5,697.5833,117.0833,19.33333,68.66666,193.0833,125.25,219.0,2538.666,168.0,131.4166,281.5,537.5833,9738.416,45.25,505.1666,264.3333,31.66666,358.25,175.4166,7769.166,301.4166,826.1666,82.83333,99.0,7311.416,309.5,362.75,11.91666,10.83333,242.0,173.75,294.75,321.0,370.4166,91.33333,848.6666,148.5833,646.0,747.5833,122.5,199.3333,436.3333,24.16666,253.1666,106.6666,139.8333,967.25,714.75,226.0,205.3333,352.5,404.4166,479.3333,186.0,213.1666,1181.083,663.0,261.3333,62.66666,333.5833,601.9166,492.1666,235.0833,74.33333,40.33333,49.08333,28868.58,8.833333,151.9166,223.0,180.0,22.08333,114.8333,120.0833,267.5,177.5,27.91666,71.75,387.25,215.9166,34.08333,55.58333,149.9166,129.25,518.75,221.5,290.5833,137.75,110.0,154.5,136.5,188.75,38.08333,78.0,143.8333,146.4166,274.0,586.5833,165.5833,210.25,142.0,317.25,914.5833,2909.583,1068.583,380.1666,66.58333,59.91666
cmtc 103,YEPLD,497,24.0,e,492.25,95666.58,1601.0,45.75,535.1666,28.58333,2145.416,24.25,6384.5,1035.333,26617.41,1969.166,255.25,1092.0,2076.833,1704.333,571.5,1235.833,1799.833,5702.75,12026.58,2050.25,1521.75,633.75,1900.666,1197.25,4200.0,15384.33,1680.75,1727.916,6958.166,1169.0,418.9166,148.8333,33.41666,30.5,1414.666,2273.083,3295.75,1319.166,511.75,1107.0,757.5,291.3333,895.25,61.16666,65.5,2009.333,270.75,2662.0,3541.25,29807.25,171.4166,1663.0,647.75,177.9166,910.8333,778.6666,660.4166,1007.666,4014.833,43.16666,344.9166,48901.5,39638.41,283.3333,316.0,466.8333,368.3333,855.4166,34935.25,1585.75,1490.0,589.25,191.0833,3053.75,7716.25,1140.333,39.91666,703.25,3741.833,14.83333,310.75,1367.833,407.8333,18.08333,203.75,808.4166,883.75,1123.0,10002.0,825.5,552.8333,1477.666,438.0,4998.833,35.75,1217.583,389.5833,50.33333,1461.25,982.6666,19096.33,528.1666,2232.75,96.75,358.25,507.5,443.0833,1752.416,26.5,16.83333,997.6666,1156.333,727.1666,1929.166,1771.583,476.25,2106.25,496.5833,1396.75,1350.333,401.1666,602.25,1186.583,22.66666,299.4166,375.6666,135.9166,3905.333,2742.666,814.4166,689.9166,1265.583,1287.583,2495.5,72.0,1553.416,276.1666,2824.0,1304.416,215.5833,1430.666,713.8333,2415.0,1834.5,325.5,89.25,143.0833,9.25,12.0,795.75,1019.333,787.25,122.5,431.75,616.3333,458.9166,949.0,21.0,106.5833,2540.833,578.25,79.58333,228.75,449.6666,562.0,1631.916,624.75,2190.416,865.5,486.0,1048.75,679.0833,736.5833,114.5,1065.5,542.8333,670.0,520.6666,934.9166,967.4166,1333.25,845.0833,1386.75,2963.0,240.1666,923.5833,2348.0,159.3333,55.58333
cmtc 119,YEPLD,497,48.0,e,220.25,70647.16,3970.416,39.83333,418.9166,22.75,2792.0,13.83333,7198.083,453.1666,17116.25,904.5833,773.25,673.0833,914.8333,801.5,355.5833,565.5,1246.0,1953.583,3076.583,785.9166,581.25,248.0,1103.75,482.25,1549.583,9466.75,1586.0,603.6666,2637.5,512.1666,193.1666,114.5,20.41666,71.16666,522.5833,1504.5,1368.333,8774.5,14326.91,457.8333,239.5,388.5833,330.5833,41.75,31.58333,948.5,345.5,891.25,1026.416,32768.16,3617.333,2278.833,229.8333,93.25,1430.666,431.0833,1050.0,704.0833,2075.416,56.25,163.8333,50803.66,10299.5,204.5,186.3333,311.25,627.5,365.3333,20065.25,1216.083,2192.75,438.0833,85.08333,1389.416,13418.41,360.25,24.91666,535.75,1802.0,16.75,225.25,1003.333,243.75,18.58333,99.83333,267.75,373.0833,496.6666,3306.5,279.25,324.9166,652.4166,816.0833,5019.0,27.41666,835.5,444.75,15.66666,720.3333,475.5,15667.41,621.25,793.5833,140.8333,199.1666,8060.583,526.75,883.6666,26.16666,7.416666,516.5,540.3333,334.6666,643.6666,977.0,170.4166,1330.666,264.3333,1260.0,1682.5,251.1666,466.75,744.6666,30.33333,297.5,180.0,154.6666,1462.583,1297.083,502.9166,316.25,572.9166,761.0,844.0,211.9166,554.0833,1202.333,1284.25,590.75,106.4166,691.25,1074.083,1157.75,544.75,146.5,37.41666,64.5,11941.41,11.58333,292.0833,680.8333,392.9166,45.0,235.0,276.1666,411.1666,427.8333,35.0,131.8333,867.6666,403.8333,47.91666,122.1666,259.4166,288.5,927.4166,379.75,731.25,302.25,214.8333,399.75,255.75,488.0,78.66666,1728.5,283.4166,312.75,612.3333,1639.25,272.75,561.1666,320.6666,666.6666,1178.333,1882.666,2402.5,859.8333,119.1666,51.58333
cmtc 135,YEPLD,497,72.0,e,115.4166,65083.5,2899.916,26.66666,279.5833,13.08333,2035.333,19.58333,6211.583,202.5833,9396.916,538.9166,574.5,368.8333,488.1666,453.6666,244.25,247.9166,985.25,1041.333,2185.75,395.0,289.0,134.6666,704.5,218.0833,1081.166,11593.0,930.5,340.1666,1216.083,271.25,101.6666,82.66666,27.58333,45.75,332.3333,1281.666,782.6666,6793.666,8791.0,233.25,177.25,250.75,191.5833,18.5,43.33333,529.5833,304.3333,511.1666,501.8333,16673.16,3916.25,1533.25,154.0833,62.33333,1370.666,212.0833,796.8333,413.1666,958.25,17.16666,108.9166,27340.41,3238.083,208.0833,118.0833,220.25,590.25,241.3333,10458.33,866.75,1634.0,262.5,50.33333,821.0,7460.416,179.3333,20.75,308.8333,887.4166,9.583333,159.25,619.75,125.6666,11.25,59.25,156.9166,182.0,225.0,2425.5,184.75,195.1666,361.75,564.8333,4927.0,22.83333,604.8333,349.9166,24.66666,408.0,293.5833,7806.333,445.1666,550.6666,105.1666,95.25,5566.666,358.0,460.4166,14.08333,8.083333,227.5,259.8333,296.1666,388.25,468.0833,89.16666,913.0833,144.5,838.5,1166.75,128.6666,236.5833,432.25,30.66666,300.0,97.58333,140.0,810.25,721.3333,320.25,215.1666,336.1666,420.8333,482.0833,174.5,274.6666,1132.916,764.0,284.5833,70.83333,402.9166,742.1666,638.5,313.0,91.0,29.25,56.25,21303.91,5.0,171.75,374.0,255.8333,15.5,131.3333,142.5833,267.5833,197.75,34.83333,78.66666,519.1666,222.75,33.0,74.66666,150.25,165.0,651.25,231.1666,382.8333,200.0,121.5833,187.75,146.8333,265.0833,54.16666,162.0833,168.1666,205.25,324.3333,1011.916,137.5,253.6666,189.0,343.8333,684.1666,1718.0,1859.083,441.6666,66.83333,37.41666
cmtc 151,YEPLD,497,96.0,e,114.8333,48501.33,3221.583,53.08333,358.25,11.91666,1267.5,24.16666,5836.916,165.5833,5398.0,530.6666,436.3333,321.0,518.75,309.5,226.0,173.75,617.0833,848.6666,1596.416,456.1666,221.5,74.33333,479.3333,175.4166,1707.416,17063.33,628.4166,231.0833,1019.0,193.0833,91.33333,96.25,31.66666,38.08333,203.3333,2538.666,677.9166,6767.0,12508.66,205.3333,117.0833,380.1666,136.5,23.41666,51.08333,412.25,294.75,427.0,345.0,8450.0,3860.083,2106.083,134.9166,43.83333,747.5833,163.5833,537.5833,341.1666,714.75,10.83333,88.0,22219.75,1181.083,142.0,110.0,191.5,576.0,264.3333,5021.75,706.8333,1890.833,169.5833,45.25,786.25,4598.583,154.5,14.08333,317.25,1068.583,5.666666,215.9166,877.6666,122.5,20.66666,82.83333,177.5,149.9166,171.1666,2321.166,160.5,139.8333,274.0,492.1666,9738.416,22.08333,554.3333,370.4166,34.08333,338.0,211.5,7769.166,387.25,646.0,85.91666,106.6666,7311.416,247.0833,404.4166,19.33333,18.08333,183.0833,196.6666,277.6666,285.6666,398.25,94.33333,967.25,180.0,914.5833,774.0833,143.8333,253.1666,362.75,25.91666,257.6666,120.0833,125.25,663.0,826.1666,281.5,208.25,333.5833,464.9166,446.9166,213.1666,201.8333,1435.083,568.5833,239.25,78.0,242.0,601.9166,505.1666,290.5833,68.66666,55.58333,62.66666,28868.58,8.833333,158.0833,267.5,187.5,15.83333,127.4166,92.66666,235.0833,168.0,41.41666,59.91666,352.5,219.0,27.91666,66.58333,131.4166,151.9166,586.5833,199.3333,261.3333,148.5833,129.25,137.75,99.0,249.0833,49.08333,58.0,186.0,188.75,301.4166,697.5833,103.5,210.25,146.4166,223.0,807.0,2909.583,1113.333,325.25,71.75,40.33333
cmtc 183,YEPLD,497,24.0,f,528.1666,95666.58,1048.75,43.16666,449.6666,9.25,1752.416,24.25,3905.333,1035.333,26617.41,1929.166,171.4166,1140.333,2009.333,1799.833,679.0833,1386.75,2190.416,6384.5,12026.58,2106.25,1585.75,778.6666,1834.5,1019.333,4998.833,15384.33,1414.666,1900.666,7716.25,1169.0,458.9166,106.5833,26.5,39.91666,1553.416,2050.25,3295.75,507.5,616.3333,1350.333,808.4166,255.25,845.0833,35.75,33.41666,2145.416,344.9166,2963.0,4200.0,29807.25,191.0833,1631.916,535.1666,143.0833,883.75,727.1666,578.25,982.6666,5702.75,50.33333,401.1666,39638.41,48901.5,203.75,368.3333,443.0833,589.25,934.9166,34935.25,1680.75,1477.666,713.8333,135.9166,3053.75,3741.833,1197.25,28.58333,910.8333,3541.25,16.83333,299.4166,1430.666,438.0,61.16666,159.3333,825.5,967.4166,1367.833,10002.0,795.75,647.75,1521.75,240.1666,4014.833,22.66666,1107.0,418.9166,21.0,1490.0,1123.0,19096.33,520.6666,1601.0,89.25,276.1666,407.8333,492.25,1727.916,14.83333,18.08333,997.6666,1092.0,814.4166,2076.833,2232.75,552.8333,1969.166,486.0,1186.583,1156.333,389.5833,571.5,1287.583,30.5,310.75,358.25,122.5,6958.166,2742.666,1007.666,703.25,1333.25,1396.75,2495.5,65.5,1704.333,375.6666,2662.0,1319.166,215.5833,1304.416,562.0,2348.0,1771.583,291.3333,79.58333,114.5,316.0,12.0,865.5,1065.5,757.5,228.75,431.75,736.5833,466.8333,895.25,45.75,148.8333,2540.833,511.75,72.0,283.3333,496.5833,602.25,1461.25,689.9166,2273.083,949.0,624.75,1265.583,670.0,787.25,96.75,325.5,542.8333,633.75,476.25,660.4166,1217.583,1235.833,923.5833,1663.0,2824.0,270.75,855.4166,2415.0,177.9166,55.58333
cmtc 199,YEPLD,497,48.0,f,204.5,70647.16,3970.416,51.58333,365.3333,35.0,2792.0,18.58333,8060.583,496.6666,20065.25,948.5,793.5833,590.75,844.0,704.0833,438.0833,554.0833,1368.333,1728.5,3076.583,835.5,535.75,214.8333,1103.75,411.1666,1802.0,11941.41,1430.666,581.25,2637.5,544.75,170.4166,119.1666,45.0,39.83333,561.1666,1330.666,1462.583,8774.5,13418.41,444.75,259.4166,392.9166,334.6666,31.58333,7.416666,977.0,345.5,1050.0,867.6666,17116.25,3617.333,2192.75,264.3333,93.25,1504.5,431.0833,1026.416,680.8333,2075.416,20.41666,163.8333,50803.66,9466.75,220.25,154.6666,418.9166,731.25,457.8333,32768.16,1246.0,2402.5,373.0833,78.66666,1682.5,10299.5,316.25,26.16666,526.75,1953.583,13.83333,267.75,1074.083,279.25,22.75,114.5,312.75,302.25,522.5833,3306.5,360.25,297.5,643.6666,773.25,5019.0,27.41666,883.6666,565.5,64.5,652.4166,475.5,15667.41,720.3333,904.5833,146.5,180.0,7198.083,453.1666,859.8333,16.75,24.91666,466.75,540.3333,512.1666,612.3333,914.8333,186.3333,1389.416,272.75,1284.25,1639.25,225.25,427.8333,744.6666,56.25,330.5833,193.1666,199.1666,1178.333,1260.0,488.0,324.9166,691.25,761.0,891.25,235.0,516.5,1216.083,1202.333,603.6666,122.1666,801.5,1157.75,927.4166,627.5,140.8333,30.33333,85.08333,14326.91,11.58333,276.1666,666.6666,311.25,15.66666,229.8333,251.1666,403.8333,388.5833,37.41666,106.4166,785.9166,399.75,47.91666,131.8333,243.75,292.0833,1003.333,379.75,621.25,255.75,211.9166,355.5833,239.5,482.25,71.16666,1586.0,283.4166,320.6666,673.0833,1549.583,248.0,502.9166,288.5,572.9166,1297.083,1882.666,2278.833,816.0833,99.83333,41.75
cmtc 215,YEPLD,497,72.0,f,118.0833,65083.5,2899.916,34.83333,320.25,27.58333,1634.0,14.08333,4927.0,208.0833,8791.0,604.8333,482.0833,279.5833,550.6666,358.0,250.75,262.5,721.3333,930.5,2185.75,564.8333,289.0,108.9166,574.5,227.5,1718.0,16673.16,838.5,343.8333,1166.75,247.9166,101.6666,91.0,33.0,26.66666,382.8333,1533.25,958.25,7806.333,11593.0,225.0,137.5,259.8333,150.25,19.58333,5.0,511.1666,244.25,529.5833,501.8333,10458.33,3916.25,1370.666,177.25,56.25,810.25,215.1666,651.25,453.6666,1041.333,15.5,105.1666,27340.41,3238.083,125.6666,97.58333,205.25,590.25,388.25,7460.416,764.0,1859.083,253.6666,43.33333,985.25,5566.666,159.25,30.66666,402.9166,1281.666,9.583333,171.75,821.0,146.8333,13.08333,82.66666,255.8333,162.0833,218.0833,2425.5,165.0,195.1666,324.3333,445.1666,6211.583,20.75,638.5,432.25,29.25,413.1666,236.5833,9396.916,374.0,1081.166,78.66666,134.6666,6793.666,293.5833,420.8333,17.16666,18.5,233.25,271.25,304.3333,368.8333,519.1666,95.25,887.4166,179.3333,913.0833,782.6666,140.0,284.5833,468.0833,45.75,265.0833,131.3333,128.6666,1011.916,796.8333,296.1666,220.25,340.1666,441.6666,538.9166,191.5833,241.3333,1132.916,742.1666,308.8333,70.83333,408.0,619.75,488.1666,361.75,89.16666,37.41666,66.83333,21303.91,8.083333,168.1666,300.0,200.0,11.25,142.5833,121.5833,332.3333,202.5833,22.83333,62.33333,460.4166,231.1666,24.66666,59.25,154.0833,144.5,684.1666,274.6666,349.9166,156.9166,115.4166,197.75,174.5,222.75,54.16666,212.0833,182.0,184.75,336.1666,704.5,189.0,267.5833,187.75,313.0,866.75,2035.333,1216.083,395.0,74.66666,50.33333
cmtc 231,YEPLD,497,96.0,f,92.66666,48501.33,3221.583,31.66666,333.5833,40.33333,1267.5,24.16666,5398.0,165.5833,5836.916,576.0,446.9166,294.75,505.1666,281.5,199.3333,226.0,663.0,807.0,1435.083,537.5833,173.75,88.0,492.1666,188.75,1890.833,17063.33,628.4166,219.0,914.5833,257.6666,96.25,82.83333,41.41666,22.08333,247.0833,2538.666,826.1666,8450.0,12508.66,277.6666,163.5833,321.0,131.4166,27.91666,5.666666,412.25,253.1666,456.1666,370.4166,7311.416,4598.583,1596.416,151.9166,49.08333,786.25,136.5,568.5833,436.3333,706.8333,14.08333,114.8333,22219.75,1181.083,127.4166,94.33333,169.5833,617.0833,235.0833,5021.75,848.6666,2321.166,177.5,34.08333,774.0833,3860.083,142.0,19.33333,341.1666,1113.333,15.83333,201.8333,1019.0,175.4166,8.833333,62.66666,205.3333,158.0833,183.0833,2106.083,139.8333,122.5,290.5833,427.0,9738.416,25.91666,601.9166,338.0,23.41666,380.1666,215.9166,7769.166,352.5,697.5833,85.91666,117.0833,6767.0,223.0,362.75,18.08333,53.08333,239.25,187.5,358.25,285.6666,404.4166,66.58333,967.25,186.0,747.5833,646.0,110.0,210.25,464.9166,55.58333,274.0,125.25,171.1666,714.75,677.9166,203.3333,208.25,309.5,479.3333,387.25,213.1666,211.5,1707.416,586.5833,264.3333,71.75,345.0,518.75,398.25,301.4166,58.0,59.91666,91.33333,28868.58,10.83333,168.0,221.5,148.5833,20.66666,129.25,99.0,261.3333,191.5,45.25,78.0,325.25,231.0833,11.91666,74.33333,106.6666,134.9166,530.6666,193.0833,267.5,149.9166,103.5,160.5,120.0833,180.0,43.83333,38.08333,143.8333,154.5,249.0833,554.3333,146.4166,196.6666,137.75,242.0,877.6666,2909.583,1068.583,317.25,68.66666,51.08333
cmtc 27,YEPLD,574,24.0,d,375.6666,95666.58,1585.75,12.0,787.25,9.25,1929.166,35.75,4014.833,845.0833,19096.33,1461.25,177.9166,808.4166,2348.0,1799.833,449.6666,1186.583,1430.666,6958.166,7716.25,2145.416,1386.75,486.0,2742.666,1771.583,4998.833,2232.75,1553.416,1092.0,5702.75,1727.916,240.1666,72.0,22.66666,28.58333,1197.25,148.8333,2415.0,1287.583,458.9166,1019.333,633.75,143.0833,865.5,310.75,2963.0,1834.5,358.25,2824.0,3295.75,15384.33,106.5833,1521.75,466.8333,2076.833,647.75,602.25,492.25,727.1666,3741.833,30.5,270.75,39638.41,29807.25,135.9166,191.0833,14.83333,283.3333,910.8333,48901.5,1631.916,1969.166,438.0,65.5,3541.25,3905.333,1900.666,1007.666,982.6666,3053.75,24.25,215.5833,883.75,299.4166,26617.41,114.5,670.0,660.4166,997.6666,12026.58,528.1666,511.75,1414.666,344.9166,34935.25,39.91666,967.4166,407.8333,33.41666,923.5833,795.75,10002.0,855.4166,1680.75,431.75,401.1666,552.8333,368.3333,1319.166,171.4166,21.0,1123.0,713.8333,1140.333,1396.75,1048.75,616.3333,1601.0,476.25,1065.5,949.0,325.5,507.5,1235.833,26.5,159.3333,276.1666,255.25,2540.833,1752.416,736.5833,571.5,1265.583,1367.833,2495.5,79.58333,1477.666,203.75,2009.333,1217.583,122.5,1107.0,535.1666,1704.333,2106.25,228.75,50.33333,89.25,18.08333,16.83333,689.9166,825.5,679.0833,61.16666,6384.5,520.6666,389.5833,2050.25,934.9166,45.75,2273.083,4200.0,703.25,1350.333,291.3333,418.9166,1304.416,496.5833,2190.416,757.5,778.6666,895.25,443.0833,1663.0,55.58333,1333.25,542.8333,624.75,589.25,562.0,1035.333,1156.333,578.25,1169.0,2662.0,316.0,814.4166,1490.0,96.75,43.16666
cmtc 43,YEPLD,574,48.0,d,122.1666,70647.16,3306.5,13.83333,488.0,20.41666,1728.5,11.58333,8774.5,373.0833,15667.41,1026.416,466.75,418.9166,1074.083,502.9166,345.5,453.1666,1284.25,1549.583,3617.333,773.25,392.9166,154.6666,1504.5,673.0833,2402.5,3076.583,1103.75,438.0833,2075.416,643.6666,99.83333,78.66666,30.33333,26.16666,516.5,311.25,1330.666,9466.75,3970.416,379.75,235.0,259.4166,251.1666,71.16666,914.8333,867.6666,603.6666,977.0,844.0,13418.41,2792.0,1802.0,211.9166,891.25,793.5833,264.3333,731.25,590.75,1882.666,31.58333,119.1666,32768.16,7198.083,131.8333,114.5,18.58333,1682.5,427.8333,14326.91,1178.333,2192.75,312.75,56.25,1260.0,8060.583,482.25,785.9166,816.0833,1953.583,15.66666,360.25,835.5,292.0833,20065.25,85.08333,267.75,255.75,334.6666,5019.0,324.9166,243.75,540.3333,535.75,50803.66,35.0,761.0,652.4166,37.41666,544.75,355.5833,11941.41,744.6666,1586.0,365.3333,170.4166,10299.5,272.75,801.5,39.83333,22.75,475.5,411.1666,561.1666,572.9166,627.5,146.5,1202.333,283.4166,1297.083,1003.333,193.1666,399.75,691.25,41.75,180.0,140.8333,612.3333,1246.0,1389.416,388.5833,288.5,565.5,859.8333,1050.0,239.5,457.8333,1462.583,1157.75,431.0833,93.25,522.5833,948.5,927.4166,621.25,106.4166,27.41666,64.5,17116.25,7.416666,297.5,496.6666,276.1666,16.75,883.6666,199.1666,316.25,554.0833,666.6666,45.0,704.0833,2637.5,302.25,581.25,163.8333,229.8333,904.5833,320.6666,526.75,214.8333,186.3333,279.25,204.5,680.8333,47.91666,1430.666,220.25,225.25,512.1666,1216.083,330.5833,403.8333,248.0,444.75,1368.333,2278.833,1639.25,720.3333,51.58333,24.91666
cmtc 59,YEPLD,574,72.0,d,105.1666,27340.41,2899.916,18.5,227.5,5.0,1216.083,15.5,5566.666,189.0,8791.0,374.0,488.1666,271.25,550.6666,482.0833,184.75,279.5833,796.8333,866.75,1718.0,324.3333,244.25,89.16666,742.1666,388.25,1166.75,2185.75,930.5,197.75,1041.333,468.0833,78.66666,62.33333,11.25,33.0,222.75,202.5833,684.1666,7460.416,3238.083,200.0,108.9166,195.1666,150.25,43.33333,838.5,408.0,529.5833,361.75,340.1666,9396.916,4927.0,1281.666,137.5,432.25,1081.166,191.5833,704.5,519.1666,810.25,29.25,56.25,16673.16,985.25,159.25,74.66666,8.083333,1370.666,262.5,7806.333,1011.916,1859.083,233.25,37.41666,782.6666,6211.583,236.5833,343.8333,453.6666,821.0,13.08333,171.75,574.5,121.5833,11593.0,59.25,82.66666,146.8333,215.1666,3916.25,168.1666,131.3333,308.8333,368.8333,65083.5,14.08333,564.8333,590.25,24.66666,349.9166,220.25,6793.666,619.75,336.1666,208.0833,97.58333,10458.33,259.8333,358.0,22.83333,20.75,231.1666,274.6666,300.0,267.5833,293.5833,70.83333,887.4166,134.6666,958.25,913.0833,125.6666,284.5833,395.0,34.83333,212.0833,66.83333,511.1666,538.9166,604.8333,250.75,182.0,218.0833,382.8333,413.1666,187.75,253.6666,2035.333,764.0,225.0,54.16666,296.1666,651.25,501.8333,247.9166,91.0,19.58333,27.58333,21303.91,9.583333,156.9166,304.3333,174.5,17.16666,420.8333,101.6666,241.3333,313.0,402.9166,30.66666,445.1666,1634.0,179.3333,289.0,115.4166,142.5833,638.5,255.8333,332.3333,118.0833,162.0833,128.6666,140.0,460.4166,50.33333,95.25,154.0833,205.25,441.6666,1132.916,144.5,177.25,165.0,265.0833,721.3333,2425.5,1533.25,320.25,45.75,26.66666
cmtc 75,YEPLD,574,96.0,d,59.91666,22219.75,2321.166,34.08333,187.5,10.83333,786.25,11.91666,7311.416,160.5,6767.0,398.25,479.3333,261.3333,505.1666,239.25,235.0833,175.4166,677.9166,714.75,1267.5,191.5,148.5833,51.08333,345.0,294.75,1113.333,2538.666,697.5833,137.75,1181.083,321.0,71.75,82.83333,27.91666,58.0,131.4166,205.3333,537.5833,8450.0,4598.583,143.8333,114.8333,264.3333,122.5,24.16666,568.5833,325.25,774.0833,267.5,215.9166,9738.416,5398.0,1596.416,149.9166,242.0,848.6666,120.0833,663.0,404.4166,576.0,25.91666,66.58333,17063.33,518.75,186.0,78.0,15.83333,1707.416,341.1666,5836.916,826.1666,1890.833,193.0833,31.66666,492.1666,5021.75,173.75,274.0,290.5833,807.0,8.833333,210.25,370.4166,127.4166,3860.083,96.25,110.0,142.0,151.9166,2106.083,158.0833,117.0833,309.5,338.0,48501.33,14.08333,628.4166,747.5833,22.08333,223.0,203.3333,7769.166,586.5833,530.6666,188.75,136.5,12508.66,177.5,301.4166,19.33333,5.666666,201.8333,317.25,380.1666,285.6666,221.5,74.33333,1019.0,165.5833,1068.583,877.6666,129.25,358.25,412.25,43.83333,196.6666,106.6666,456.1666,387.25,617.0833,219.0,199.3333,257.6666,446.9166,427.0,211.5,253.1666,2909.583,601.9166,208.25,49.08333,226.0,646.0,362.75,436.3333,41.41666,38.08333,40.33333,28868.58,18.08333,88.0,352.5,146.4166,20.66666,281.5,94.33333,180.0,171.1666,333.5833,45.25,213.1666,914.5833,92.66666,249.0833,103.5,134.9166,554.3333,163.5833,231.0833,125.25,62.66666,91.33333,85.91666,277.6666,55.58333,68.66666,139.8333,154.5,464.9166,967.25,99.0,183.0833,169.5833,168.0,706.8333,3221.583,1435.083,247.0833,53.08333,23.41666
